init_angle,init_speed,X,Y,time
,,98.28784258,88.75244258,1.39
,,98.99494937,89.32234937,1.4
,,99.70205615,89.89127615,1.41
,,100.4091629,90.45922293,1.42
,,101.1162697,91.02618971,1.43
,,101.8233765,91.59217649,1.44
,,102.5304833,92.15718327,1.45
,,103.2375901,92.72121005,1.46
,,103.9446968,93.28425683,1.47
,,104.6518036,93.84632362,1.48
,,105.3589104,94.4074104,1.49
,,106.0660172,94.96751718,1.5
,,106.773124,95.52664396,1.51
,,107.4802307,96.08479074,1.52
,,108.1873375,96.64195752,1.53
,,108.8944443,97.1981443,1.54
,,109.6015511,97.75335108,1.55
,,110.3086579,98.30757787,1.56
,,111.0157646,98.86082465,1.57
,,111.7228714,99.41309143,1.58
,,112.4299782,99.96437821,1.59
,,113.137085,100.514685,1.6
,,113.8441918,101.0640118,1.61
,,114.5512986,101.6123586,1.62
,,115.2584053,102.1597253,1.63
,,115.9655121,102.7061121,1.64
,,116.6726189,103.2515189,1.65
,,117.3797257,103.7959457,1.66
,,118.0868325,104.3393925,1.67
,,118.7939392,104.8818592,1.68
,,119.501046,105.423346,1.69
,,120.2081528,105.9638528,1.7
,,120.9152596,106.5033796,1.71
,,121.6223664,107.0419264,1.72
,,122.3294731,107.5794931,1.73
,,123.0365799,108.1160799,1.74
,,123.7436867,108.6516867,1.75
,,124.4507935,109.1863135,1.76
,,125.1579003,109.7199603,1.77
,,125.8650071,110.2526271,1.78
,,126.5721138,110.7843138,1.79
,,127.2792206,111.3150206,1.8
,,127.9863274,111.8447474,1.81
,,128.6934342,112.3734942,1.82
,,129.400541,112.901261,1.83
,,130.1076477,113.4280477,1.84
,,130.8147545,113.9538545,1.85
,,131.5218613,114.4786813,1.86
,,132.2289681,115.0025281,1.87
,,132.9360749,115.5253949,1.88
,,133.6431816,116.0472816,1.89
,,134.3502884,116.5681884,1.9
,,135.0573952,117.0881152,1.91
,,135.764502,117.607062,1.92
,,136.4716088,118.1250288,1.93
,,137.1787156,118.6420156,1.94
,,137.8858223,119.1580223,1.95
,,138.5929291,119.6730491,1.96
,,139.3000359,120.1870959,1.97
,,140.0071427,120.7001627,1.98
,,140.7142495,121.2122495,1.99
,,141.4213562,121.7233562,2
,,142.128463,122.233483,2.01
,,142.8355698,122.7426298,2.02
,,143.5426766,123.2507966,2.03
,,144.2497834,123.7579834,2.04
,,144.9568901,124.2641901,2.05
,,145.6639969,124.7694169,2.06
,,146.3711037,125.2736637,2.07
,,147.0782105,125.7769305,2.08
,,147.7853173,126.2792173,2.09
,,148.492424,126.780524,2.1
,,149.1995308,127.2808508,2.11
,,149.9066376,127.7801976,2.12
,,150.6137444,128.2785644,2.13
,,151.3208512,128.7759512,2.14
,,152.027958,129.272358,2.15
,,152.7350647,129.7677847,2.16
,,153.4421715,130.2622315,2.17
,,154.1492783,130.7556983,2.18
,,154.8563851,131.2481851,2.19
,,155.5634919,131.7396919,2.2
,,156.2705986,132.2302186,2.21
,,156.9777054,132.7197654,2.22
,,157.6848122,133.2083322,2.23
,,158.391919,133.695919,2.24
,,159.0990258,134.1825258,2.25
,,159.8061325,134.6681525,2.26
,,160.5132393,135.1527993,2.27
,,161.2203461,135.6364661,2.28
,,161.9274529,136.1191529,2.29
,,162.6345597,136.6008597,2.3
,,163.3416665,137.0815865,2.31
,,164.0487732,137.5613332,2.32
,,164.75588,138.0401,2.33
,,165.4629868,138.5178868,2.34
,,166.1700936,138.9946936,2.35
,,166.8772004,139.4705204,2.36
,,167.5843071,139.9453671,2.37
,,168.2914139,140.4192339,2.38
,,168.9985207,140.8921207,2.39
,,169.7056275,141.3640275,2.4
,,170.4127343,141.8349543,2.41
,,171.119841,142.304901,2.42
,,171.8269478,142.7738678,2.43
,,172.5340546,143.2418546,2.44
,,173.2411614,143.7088614,2.45
,,173.9482682,144.1748882,2.46
,,174.655375,144.639935,2.47
,,175.3624817,145.1040017,2.48
,,176.0695885,145.5670885,2.49
,,176.7766953,146.0291953,2.5
,,177.4838021,146.4903221,2.51
,,178.1909089,146.9504689,2.52
,,178.8980156,147.4096356,2.53
,,179.6051224,147.8678224,2.54
,,180.3122292,148.3250292,2.55
,,181.019336,148.781256,2.56
,,181.7264428,149.2365028,2.57
,,182.4335495,149.6907695,2.58
,,183.1406563,150.1440563,2.59
,,183.8477631,150.5963631,2.6
,,184.5548699,151.0476899,2.61
,,185.2619767,151.4980367,2.62
,,185.9690835,151.9474035,2.63
,,186.6761902,152.3957902,2.64
,,187.383297,152.843197,2.65
,,188.0904038,153.2896238,2.66
,,188.7975106,153.7350706,2.67
,,189.5046174,154.1795374,2.68
,,190.2117241,154.6230241,2.69
,,190.9188309,155.0655309,2.7
,,191.6259377,155.5070577,2.71
,,192.3330445,155.9476045,2.72
,,193.0401513,156.3871713,2.73
,,193.747258,156.825758,2.74
,,194.4543648,157.2633648,2.75
,,195.1614716,157.6999916,2.76
,,195.8685784,158.1356384,2.77
,,196.5756852,158.5703052,2.78
,,197.282792,159.003992,2.79
,,197.9898987,159.4366987,2.8
,,198.6970055,159.8684255,2.81
,,199.4041123,160.2991723,2.82
,,200.1112191,160.7289391,2.83
,,200.8183259,161.1577259,2.84
,,201.5254326,161.5855326,2.85
,,202.2325394,162.0123594,2.86
,,202.9396462,162.4382062,2.87
,,203.646753,162.863073,2.88
,,204.3538598,163.2869598,2.89
,,205.0609665,163.7098665,2.9
,,205.7680733,164.1317933,2.91
,,206.4751801,164.5527401,2.92
,,207.1822869,164.9727069,2.93
,,207.8893937,165.3916937,2.94
,,208.5965005,165.8097005,2.95
,,209.3036072,166.2267272,2.96
,,210.010714,166.642774,2.97
,,210.7178208,167.0578408,2.98
,,211.4249276,167.4719276,2.99
,,212.1320344,167.8850344,3
,,212.8391411,168.2971611,3.01
,,213.5462479,168.7083079,3.02
,,214.2533547,169.1184747,3.03
,,214.9604615,169.5276615,3.04
,,215.6675683,169.9358683,3.05
,,216.374675,170.343095,3.06
,,217.0817818,170.7493418,3.07
,,217.7888886,171.1546086,3.08
,,218.4959954,171.5588954,3.09
,,219.2031022,171.9622022,3.1
,,219.9102089,172.3645289,3.11
,,220.6173157,172.7658757,3.12
,,221.3244225,173.1662425,3.13
,,222.0315293,173.5656293,3.14
,,222.7386361,173.9640361,3.15
,,223.4457429,174.3614629,3.16
,,224.1528496,174.7579096,3.17
,,224.8599564,175.1533764,3.18
,,225.5670632,175.5478632,3.19
,,226.27417,175.94137,3.2
,,226.9812768,176.3338968,3.21
,,227.6883835,176.7254435,3.22
,,228.3954903,177.1160103,3.23
,,229.1025971,177.5055971,3.24
,,229.8097039,177.8942039,3.25
,,230.5168107,178.2818307,3.26
,,231.2239174,178.6684774,3.27
,,231.9310242,179.0541442,3.28
,,232.638131,179.438831,3.29
,,233.3452378,179.8225378,3.3
,,234.0523446,180.2052646,3.31
,,234.7594514,180.5870114,3.32
,,235.4665581,180.9677781,3.33
,,236.1736649,181.3475649,3.34
,,236.8807717,181.7263717,3.35
,,237.5878785,182.1041985,3.36
,,238.2949853,182.4810453,3.37
,,239.002092,182.856912,3.38
,,239.7091988,183.2317988,3.39
,,240.4163056,183.6057056,3.4
,,241.1234124,183.9786324,3.41
,,241.8305192,184.3505792,3.42
,,242.5376259,184.7215459,3.43
,,243.2447327,185.0915327,3.44
,,243.9518395,185.4605395,3.45
,,244.6589463,185.8285663,3.46
,,245.3660531,186.1956131,3.47
,,246.0731599,186.5616799,3.48
,,246.7802666,186.9267666,3.49
,,247.4873734,187.2908734,3.5
,,248.1944802,187.6540002,3.51
,,248.901587,188.016147,3.52
,,249.6086938,188.3773138,3.53
